Sensor-349,Sensor-104,Sensor-511,Sensor-60,Sensor-130,Sensor-211,Sensor-438,Sensor-29,Sensor-125,Sensor-65,Sensor-101,Sensor-122,Sensor-338,Sensor-134,Sensor-167,Sensor-57,Sensor-76,Sensor-472,Sensor-201,Sensor-302,Sensor-126,Sensor-461,Sensor-96,Sensor-198,Sensor-131,Sensor-456,Sensor-184,Sensor-197,Sensor-320,Sensor-181,Sensor-317,Sensor-124,Sensor-470,Sensor-39,Sensor-352,Sensor-453,Sensor-200,Sensor-214,Sensor-15,Sensor-478,Sensor-64,Sensor-69,Sensor-59,Sensor-334,Sensor-350,Sensor-206,Sensor-204,Sensor-66,Sensor-123,Sensor-476,Sensor-574,Sensor-135,Sensor-127,Sensor-500,Sensor-512,Sensor-212,Sensor-22,Sensor-342,Sensor-366,Sensor-444,Sensor-578,Sensor-175,Sensor-173,Sensor-128,Sensor-56,Sensor-446,Sensor-480,Sensor-337,Sensor-202,Sensor-103,Sensor-139,Sensor-434,Sensor-105,Sensor-68,Sensor-100,Sensor-71,Sensor-412,Sensor-281,Sensor-115,Sensor-333,Sensor-147,Sensor-424,Sensor-388,Sensor-250,Sensor-282,Sensor-208,Sensor-542,Sensor-335,Sensor-199,Sensor-48,Good/Bad
0.03,-0.0026,247.343,-5.6018,0.0,0.1124,3.8851,66.9222,15.73,25.6018,0.0005,15.72,3.5849,1001.6543,2.6,0.9334,0.0016,12.9804,27.45,0.8197,1.12,27.4012,0.0002,16.27,0.7931,4.493,33.919,11.34,10.3879,17.2,5.5076,15.74,4.6439,86.8346,0.0352,4.9519,17.31,0.0803,12.5894,5.7121,13.4373,138.4773,4.523,5.5704,0.0272,7.91,46.342,33.4591,3.084,6.4232,0.3286,46.0348,2.734,642.0382,471.5789,0.0627,-5558.25,2.7318,0.0054,0.4691,14.4794,0.2366,0.2366,0.5563,2830.0,0.4774,4.4119,10.7563,11.34,-0.1105,40.7,60.9231,-0.0012,1.0015,0.0884,622.1827,1.8548,0.0128,0.0,3.5849,0.0812,96.6133,0.0,0.0,0.0206,27.45,11.4075,0.2264,0.772,1.315,-1.0
0.0413,-0.0099,59.596,2.0009,-0.2365,0.1533,5.8758,69.7778,15.87,17.9991,-0.0007,15.8,1.7214,1003.8773,4.1,0.9247,-0.0249,8.3664,18.19,1.2911,1.319,21.4993,0.0002,22.49,0.7527,4.9579,36.413,4.66,10.877,21.76,6.296,15.89,6.3767,86.5265,0.0234,6.1596,10.09,0.055,9.282,7.7429,11.3137,150.59,4.6104,5.8088,0.0214,11.66,35.151,25.3399,4.23,4.9571,0.4457,37.2949,2.702,0.0,640.0,0.0491,-5750.5,3.626,0.0062,0.6055,18.1111,0.3036,0.3036,0.6689,2873.0,0.6089,3.935,10.2943,4.66,0.0014,52.2002,34.8828,-0.0007,1.0257,0.0512,623.8827,2.3757,0.0131,0.0,1.7214,0.0374,70.6421,0.0,0.0,0.013,24.55,12.5344,0.1556,0.552,1.3802,-1.0
0.0251,-0.0107,37.4269,20.81,0.0,0.085,3.1807,66.0222,15.73,19.19,-0.0001,15.72,0.75,1001.6543,2.1,0.9354,-0.0214,6.8859,22.29,0.6648,1.12,19.4852,-0.0001,20.56,0.7931,4.3379,30.918,2.04,9.5189,15.11,5.1212,15.74,5.9119,87.0354,0.0362,4.3202,7.31,0.077,8.1065,10.9632,12.1,157.4364,4.6871,5.6826,0.0188,17.26,33.467,25.7113,3.084,4.8713,1.4024,46.0348,2.734,0.0,0.0,0.0444,-5307.75,4.6845,0.0029,0.4166,58.6845,0.2087,0.2087,0.5563,2828.0,0.4182,3.6459,9.0996,2.04,0.0025,80.2002,192.428,0.0001,1.1448,-0.0046,611.3682,3.5827,0.018,0.0,0.75,0.0606,59.5938,0.0,0.0,0.0154,22.29,11.4075,0.0811,0.299,1.433,-1.0
0.0272,-0.0119,11.8019,-5.9045,0.2838,0.0859,4.8986,67.3667,15.92,25.9045,-0.0008,15.85,3.5031,1004.7456,3.3,0.9267,-0.011,7.4026,17.68,1.1113,1.456,16.3975,0.0002,18.53,0.716,2.7935,21.53,11.93,5.5484,14.29,5.0939,15.87,5.1232,86.9273,0.0378,3.9564,9.72,0.0751,15.0515,6.2047,21.1427,144.8909,4.5103,6.5953,0.0432,8.99,28.448,34.578,4.325,3.8645,0.1762,36.4063,2.565,0.0,400.0,0.1046,-6367.0,2.8294,0.0059,0.7553,9.3484,0.3812,0.3811,0.7094,2902.0,0.7695,2.7717,8.272,11.93,-0.0536,76.2002,6.5303,0.0014,0.9785,-0.1079,637.8855,3.4346,0.0184,0.0,3.5031,0.0544,122.7323,0.0,0.0,0.015,17.68,8.2293,0.1971,0.533,1.1946,-1.0
0.0611,-0.0126,19.802,-0.3264,0.0,0.189,4.8581,63.8111,15.73,20.3264,-0.001,15.72,1.6523,1001.6543,3.1,0.9367,0.0087,6.7688,20.79,1.047,1.12,33.2336,0.0002,19.79,0.7931,4.8442,34.966,5.97,10.3026,22.51,6.6857,15.74,5.643,86.3899,0.0292,6.4005,7.57,0.0636,12.8292,3.6306,16.2636,146.2582,4.7069,5.9503,0.0323,5.31,31.559,27.218,3.084,4.5435,0.2813,46.0348,2.734,924.0506,0.0,0.0734,-5433.0,1.6531,0.0098,0.7509,13.5991,0.3789,0.3789,0.5563,2824.0,0.7648,3.4149,8.9707,5.97,0.0778,58.5,535.8239,0.0003,1.0957,-0.0223,608.7982,2.6606,0.0186,0.0,1.6523,0.0435,75.8037,0.0,0.0,0.0112,20.79,11.4075,0.0956,0.314,1.3199,-1.0
0.0408,-0.0036,112.7148,4.3055,0.2838,0.1341,3.5085,65.5556,15.92,15.6945,0.0006,15.85,1.8492,1004.7456,2.3,0.9363,-0.0241,6.7919,20.32,0.8443,1.456,24.2918,0.0001,14.71,0.716,4.3996,32.1411,6.23,9.7588,20.02,5.8235,15.87,4.2245,87.0205,0.0208,5.7152,8.54,0.0483,9.813,6.2869,8.7121,148.4036,4.6826,4.999,0.0216,9.33,34.953,22.1809,4.325,4.9344,0.1652,36.4063,2.565,670.6849,735.1351,0.0471,-5635.0,2.5334,0.0052,0.8358,7.9513,0.4191,0.4191,0.7094,2821.0,0.8406,4.1424,8.8875,6.23,-0.0938,45.0999,50.6667,-0.0005,0.9144,0.0344,622.3518,2.0778,0.0185,0.0,1.8492,0.038,41.0476,0.0,0.0,0.0125,25.78,8.2293,0.2425,0.749,1.2964,-1.0
0.0499,-0.0084,53.4918,5.0809,0.2365,0.1677,3.7375,66.8889,15.85,34.9191,0.0002,15.79,1.3223,1000.7826,2.5,0.9341,0.0246,7.7068,21.17,0.9185,1.064,21.525,0.0001,20.64,0.6755,4.1324,30.279,3.95,9.1262,17.47,5.876,15.84,5.8838,87.0605,0.0162,4.939,7.91,0.0394,8.0652,8.4171,21.1545,151.5964,4.5794,6.1312,0.0302,12.76,32.686,45.2166,4.184,4.7543,0.4945,35.8316,2.512,430.5085,858.5366,0.0669,-5222.5,3.6436,0.0032,0.7802,20.7173,0.3907,0.3907,0.7275,2824.0,0.7826,3.499,9.9022,3.95,-0.0025,60.3999,0.0,-0.0005,1.0126,0.0381,605.0264,2.7496,0.0245,0.0,1.3223,0.0422,55.6342,0.0,0.0,0.0139,21.17,14.8581,0.0936,0.289,1.257,1.0
0.0592,-0.0119,22.6415,6.3364,0.8042,0.2459,3.9899,70.1778,15.88,13.6636,-0.001,15.82,1.9063,1003.5673,2.8,0.9352,-0.015,7.9478,19.42,0.8348,1.38,25.1131,0.0002,17.01,0.6518,4.4635,32.053,5.45,9.3553,15.02,5.2134,15.91,4.8869,87.0205,0.0547,4.2968,9.17,0.1203,8.3645,4.6662,11.6809,147.4445,4.5558,5.3105,0.0296,6.88,35.112,20.4431,4.317,5.0327,0.1854,38.1862,2.521,0.0,0.0,0.0634,-6310.5,2.089,0.0083,0.8358,7.612,0.4191,0.4191,0.6809,2820.0,0.8406,3.1789,8.9812,5.45,0.0547,48.8,10.2776,0.0002,1.0872,-0.0121,610.8955,2.2097,0.0148,0.0,1.9063,0.0413,71.5759,0.0,0.0,0.0119,19.42,9.4225,0.0763,0.26,1.4192,-1.0
0.0529,-0.0103,70.8738,3.1418,0.4258,0.2191,3.8506,67.5222,15.67,16.8582,-0.0003,15.84,1.3055,1006.3928,2.6,0.9378,-0.0078,7.5526,14.88,0.9338,1.39,20.5892,0.0002,16.73,0.752,4.1944,30.309,4.28,9.1325,23.67,7.3221,15.7,4.817,86.9273,0.0415,6.8309,9.14,0.0865,7.0828,4.4095,7.673,146.2745,4.6615,5.4138,0.0253,6.45,33.263,21.5151,4.429,4.7445,0.1435,37.8041,2.634,0.0,533.3333,0.0527,-6378.5,1.856,0.0046,0.7553,7.508,0.3812,0.3811,0.706,2822.0,0.7695,3.425,8.3744,4.28,-0.0364,48.8,5.654,0.0005,0.837,-0.0391,614.6018,2.2097,0.0139,0.0,1.3055,0.079,41.2971,0.0,0.0,0.0201,21.05,6.7884,0.1013,0.282,0.9415,-1.0
0.0379,-0.0095,60.0791,22.1027,0.2365,0.1576,4.2254,71.0,15.85,17.8973,0.0,15.79,2.0248,1000.7826,3.0,0.9309,-0.0383,9.0706,19.29,0.9526,1.064,59.3343,0.0,17.81,0.6755,4.1958,30.311,5.46,9.0472,20.2,5.8781,15.84,5.1344,87.3382,0.0245,5.7871,10.6,0.054,7.5919,6.5836,17.02,146.5773,4.6215,5.6227,0.0167,9.65,32.15,25.0401,4.184,4.6102,0.3229,35.8316,2.512,169.0658,408.3333,0.0366,-6401.25,3.0642,0.0045,0.7507,13.3366,0.3782,0.3782,0.7275,2859.0,0.7622,3.1607,8.3207,5.46,0.0986,52.8999,7.0577,0.0012,1.0546,-0.0893,610.3173,2.4188,0.013,0.0,2.0248,0.04,35.4588,0.0,0.0,0.0109,19.29,14.8581,0.112,0.38,1.3756,-1.0
0.0321,-0.0129,44.9612,-0.8891,-0.2365,0.1268,4.712,67.9111,15.87,20.8891,-0.0012,15.8,4.3043,1003.8773,3.2,0.9264,-0.0121,7.2098,19.43,1.0337,1.319,40.9767,0.0001,21.26,0.7527,2.7656,20.7209,15.99,5.4334,20.75,6.7978,15.89,5.8813,86.9608,0.0328,5.7366,8.83,0.0703,8.4881,6.0573,9.5504,149.7373,4.5144,6.8131,0.028,9.07,23.444,26.9872,4.23,3.2459,0.2494,37.2949,2.702,0.0,625.641,0.066,-5307.5,2.8564,0.0097,0.7451,11.6249,0.3757,0.3757,0.6689,2913.0,0.7578,3.9293,9.0103,15.99,0.0303,70.5,494.8069,-0.001,0.9698,0.0725,633.6936,3.1785,0.0144,0.0,4.3043,0.1056,44.0971,0.0,0.0,0.0275,24.9,12.5344,0.1582,0.505,0.9564,-1.0
0.0159,-0.0121,22.268,-6.8555,0.6623,0.0468,4.159,60.1111,15.73,26.8555,-0.0008,15.7,1.6488,1000.5764,2.5,0.9242,-0.0168,8.707,19.76,0.7881,0.9271,37.6779,0.0002,22.67,0.7914,5.1092,37.309,5.14,11.4232,21.77,6.0995,15.76,6.3252,86.5146,0.0573,5.9891,8.85,0.1204,7.491,6.4508,26.1591,146.8036,4.6911,6.6844,0.0221,9.47,33.563,33.4081,3.063,4.8166,0.2709,39.4793,2.76,0.0,384.8101,0.0499,-5436.0,3.0072,0.0072,0.7649,11.3021,0.3852,0.3852,0.5243,2861.0,0.776,3.2561,10.4357,5.14,0.001,70.5,201.7249,-0.001,1.0084,0.0735,606.8545,3.1785,0.0145,0.0157,1.6488,0.0636,67.5611,0.0092,0.0249,0.0173,19.76,11.8427,0.0673,0.24,0.9916,-1.0
0.0287,-0.0123,49.6945,2.1473,0.6623,0.101,4.0074,59.8889,15.73,17.8527,-0.0008,15.7,1.176,1000.5764,2.4,0.9242,-0.0066,7.379,18.86,0.7322,0.9271,33.9244,0.0002,22.75,0.7914,4.6097,33.772,4.34,10.4251,23.13,8.0235,15.76,6.2737,86.5146,0.0212,6.3763,8.32,0.0473,6.4888,2.5138,14.411,142.0173,4.6911,6.7452,0.0342,3.57,33.682,23.7727,3.063,4.7516,0.1652,39.4793,2.76,0.0,262.2951,0.075,-5487.75,1.1695,0.0056,0.7649,7.9513,0.3852,0.3852,0.5243,2861.0,0.776,4.0298,11.4287,4.34,-0.0399,70.5,476.9679,-0.0015,1.1273,0.1135,617.3936,3.1785,0.0158,0.0,1.176,0.0441,55.2027,0.0,0.0,0.0127,24.88,11.8427,0.1359,0.497,1.022,-1.0
0.0175,-0.005,57.4257,-8.4836,0.2838,0.0596,3.1019,67.7,15.92,28.4836,0.0,15.85,1.2864,1004.7456,2.1,0.9227,-0.0275,7.8198,22.49,0.6344,1.456,24.9655,0.0001,22.17,0.716,4.8837,35.894,4.69,10.7666,21.92,6.6714,15.87,6.1523,87.0024,0.0371,6.0212,7.89,0.0765,10.1535,6.9918,25.9427,150.7473,4.6862,6.6425,0.0271,10.54,32.028,38.0547,4.325,4.5956,0.57,36.4063,2.565,425.184,0.0,0.0664,-6374.75,2.9583,0.0079,0.4199,23.1501,0.2119,0.2119,0.7094,2866.0,0.4278,3.6749,10.1111,4.69,-0.0456,55.6001,5.6878,0.0,0.9339,-0.0019,611.9973,2.5,0.0094,0.0,1.2864,0.0507,54.8976,0.0,0.0,0.014,22.49,8.2293,0.0648,0.243,1.3277,-1.0
0.0308,-0.0063,94.6746,3.9382,0.0,0.1185,4.0179,67.2,15.73,16.0618,0.0,15.72,2.0553,1001.6543,2.7,0.9378,0.0311,9.42,11.12,1.0595,1.12,39.3949,0.0002,16.79,0.7931,4.412,31.687,8.18,9.2772,13.37,4.6687,15.74,4.8197,86.7481,0.0424,3.8067,11.03,0.0826,7.1759,4.8265,7.9793,145.6545,4.6615,4.9504,0.0145,7.03,34.177,20.8163,3.084,4.9008,0.3153,46.0348,2.734,356.4228,0.0,0.0322,-6363.0,1.9654,0.0044,0.5892,12.9673,0.2973,0.2973,0.5563,2822.0,0.6001,3.3987,8.4469,8.18,0.0039,56.6001,9.3587,-0.0002,0.8183,0.014,611.1118,2.5755,0.0109,0.0,2.0553,0.0363,74.5271,0.0,0.0,0.0108,20.77,11.4075,0.0721,0.203,1.0178,-1.0
0.0236,-0.0079,88.8889,-0.2618,0.8042,0.0889,3.6675,68.1667,15.88,20.2618,-0.0003,15.82,1.7109,1003.5673,2.5,0.9319,0.0115,9.9636,12.08,0.7937,1.38,48.4446,0.0,23.67,0.6518,4.4821,33.35,5.49,10.2465,19.89,5.9945,15.91,6.7358,87.0122,0.0367,5.6793,13.14,0.0768,10.3197,15.1886,5.9227,144.4509,4.5183,7.9576,0.0226,21.94,38.248,25.2206,4.317,5.3207,0.2494,38.1862,2.521,505.7811,414.8148,0.0542,-5227.0,6.2657,0.0079,0.7082,11.6249,0.3572,0.3572,0.6809,2828.0,0.7207,4.1228,12.4425,5.49,-0.059,76.2002,147.2534,-0.0007,0.9436,0.0502,627.7345,3.4346,0.0105,0.0,1.7109,0.0617,24.2933,0.0,0.0,0.0136,25.88,9.4225,0.4166,1.055,0.9344,-1.0
0.057,-0.0104,20.1198,-2.7936,0.0,0.2236,2.9164,68.5778,15.73,22.7936,-0.0007,15.72,2.3163,1001.6543,2.0,0.9359,-0.0009,6.298,17.5,0.719,1.12,19.8184,0.0001,17.54,0.7931,4.0347,29.121,6.99,8.7817,24.96,7.9424,15.74,5.0313,86.9273,0.0563,7.1525,7.15,0.1299,10.3624,5.9309,10.84,146.5209,4.6694,5.6451,0.0374,8.69,30.223,27.7028,3.084,4.3546,0.2641,46.0348,2.734,0.0,482.1918,0.0763,-6457.75,2.3745,0.0052,0.7553,11.0938,0.3812,0.3811,0.5563,2824.0,0.7695,2.8751,9.9426,6.99,-0.0948,58.5,5.6367,0.0009,0.8246,-0.0679,608.6636,2.6606,0.0165,0.0,2.3163,0.0349,87.9626,0.0,0.0,0.0103,17.5,11.4075,0.0954,0.278,0.9835,-1.0
0.03,-0.0038,114.2857,9.8518,0.0473,0.1051,4.1396,70.0556,15.77,30.1482,0.0003,15.73,2.0792,1001.4222,2.9,0.9354,-0.011,8.7939,18.57,0.9043,1.399,41.7748,0.0002,18.64,0.8048,4.4921,32.134,6.25,9.476,20.21,5.8239,15.81,5.3782,86.9236,0.0333,5.7671,8.71,0.0808,9.8316,5.0612,20.3227,153.5209,4.6726,6.1526,0.0245,7.77,32.946,36.0791,2.88,4.8503,0.2887,38.8714,2.749,543.3333,0.0,0.0581,-5775.0,2.4329,0.0056,0.3615,12.0929,0.2162,0.2161,0.5045,2811.0,0.5374,3.0994,8.0615,6.25,-0.0459,55.6001,77.201,0.0003,0.9971,-0.0242,599.1491,2.5,0.02,0.0,2.0792,0.0652,88.6322,0.0,0.0,0.0201,18.57,4.2383,0.0533,0.195,1.0627,-1.0
0.0493,-0.0126,72.8713,3.8936,0.2365,0.1978,4.3027,67.4,15.85,16.1064,0.0001,15.79,1.9247,1000.7826,2.9,0.9345,-0.0357,8.294,19.23,1.0782,1.064,31.3297,0.0,18.7,0.6755,4.2387,30.476,7.08,8.8037,15.77,5.0725,15.84,5.3704,86.8482,0.0533,4.5139,9.45,0.1147,7.2788,4.8816,13.8836,148.3118,4.5557,5.8327,0.0211,7.24,32.443,23.3059,4.184,4.6635,0.1854,35.8316,2.512,0.0,0.0,0.0435,-6295.75,2.4703,0.0043,0.5365,7.612,0.2703,0.2704,0.7275,2825.0,0.545,3.1501,8.6452,7.08,0.03,52.8999,4.5889,0.0002,1.1167,-0.0158,610.4564,2.4188,0.0112,0.0,1.9247,0.0398,68.6513,0.0,0.0,0.0115,19.23,14.8581,0.0621,0.223,1.4218,-1.0
0.044,-0.01,58.0726,-5.9236,0.7569,0.1635,4.1591,67.3222,15.77,25.9236,0.0002,15.78,3.069,1003.5572,2.8,0.9257,-0.014,3.7049,21.17,0.8408,1.182,35.3569,-0.0001,25.42,0.6848,2.0843,15.753,11.05,4.3717,15.27,4.7226,15.84,7.0195,86.7997,0.0285,4.2203,4.57,0.0647,9.0638,8.208,19.6,141.6909,4.6326,7.5999,0.0201,11.63,22.326,33.1206,4.269,3.0894,0.2524,38.1534,2.49,0.0,463.7681,0.0444,-5319.25,3.1072,0.0036,0.5817,9.967,0.293,0.2929,0.6739,2902.0,0.5901,3.3755,8.8242,11.05,-0.0545,52.8999,87.1795,0.0009,1.0303,-0.0642,627.1736,2.4188,0.0133,0.0,3.069,0.0864,70.3015,0.0,0.0,0.0197,21.17,7.3364,0.3123,1.084,1.1171,-1.0
0.0289,-0.0132,27.9509,4.0991,-0.2838,0.1136,7.12,66.0111,15.84,15.9009,0.0,15.81,1.1053,1003.9712,4.7,0.9245,-0.0332,8.1552,16.29,1.3071,1.191,31.3137,0.0,18.11,0.6469,5.0097,36.687,3.52,10.8728,18.7,6.4426,15.81,5.0843,87.241,0.0256,5.255,9.73,0.0554,6.7187,3.9273,9.9493,145.3909,4.5251,5.8606,0.0242,5.71,34.682,18.3248,4.329,4.8575,0.2227,40.286,2.507,149.8708,0.0,0.0531,-5415.0,1.9976,0.0046,0.6424,10.4728,0.3232,0.3232,0.6977,2862.0,0.6505,4.0184,9.8378,3.52,0.0,63.2,293.4543,0.0002,1.0249,0.0,620.8991,2.9016,0.033,0.0,1.1053,0.0942,37.9536,0.0,0.0,0.0235,24.95,10.703,0.0924,0.321,0.9527,-1.0
0.0674,-0.013,54.6154,6.3436,0.4258,0.2791,3.1941,68.8778,15.67,13.6564,-0.0008,15.84,2.3781,1006.3928,2.2,0.9217,-0.0235,8.033,19.27,0.7276,1.39,28.2655,0.0001,16.69,0.752,4.4995,32.745,9.32,9.7285,15.03,4.8829,15.7,4.6553,86.924,0.0224,4.1727,9.17,0.0448,8.1941,3.7264,14.9128,146.5218,4.7797,5.1468,0.0222,5.46,30.455,19.3697,4.429,4.2993,0.1762,37.8041,2.634,748.7859,0.0,0.0481,-5467.5,1.6017,0.0057,0.5868,9.3484,0.2951,0.2951,0.706,2801.0,0.5937,3.1121,8.6697,9.32,0.0336,48.8,271.4097,0.0002,0.9925,-0.0158,619.1936,2.2097,0.0114,0.0,2.3781,0.0536,73.7605,0.0,0.0,0.0166,19.27,6.7884,0.0919,0.298,1.419,-1.0
0.1251,-0.009,62.0499,0.31,0.7569,0.3685,3.6179,69.1,15.77,19.69,0.0,15.78,4.8989,1003.5572,2.5,0.9363,0.1165,7.9945,19.65,0.7649,1.182,118.7998,0.0,18.51,0.6848,5.0389,36.263,18.18,10.1162,48.67,13.0958,15.84,5.3109,86.8908,0.0292,13.9776,9.02,0.0637,8.1035,3.9885,14.9264,144.6645,4.6826,5.5951,0.0177,5.77,30.974,24.8182,4.269,4.4577,0.2641,38.1534,2.49,230.0461,737.5,0.0394,-6261.75,1.7709,0.004,0.5266,11.0938,0.2655,0.2655,0.6739,2821.0,0.5355,3.2425,16.0749,18.18,0.1855,52.8999,9.2789,0.0008,1.0529,-0.0595,606.02,2.4188,0.0144,0.0,4.8989,0.0539,34.8493,0.0,0.0,0.0153,19.65,7.3364,0.0897,0.341,1.5068,-1.0
0.0457,-0.0086,51.1628,28.5145,0.2365,0.1774,15.6271,65.9111,15.85,11.4855,0.0002,15.79,1.4384,1000.7826,10.3,0.937,-0.0182,5.7595,16.3,2.9751,1.064,18.8543,0.0001,20.97,0.6755,4.0501,28.606,4.31,8.86,18.67,5.7813,15.84,5.9882,87.2029,0.0444,5.3046,6.1,0.1045,9.2069,8.811,10.8703,150.9482,4.6697,6.4557,0.0266,13.3,30.8961,15.3918,4.184,4.4718,0.3883,35.8316,2.512,0.0,747.8261,0.0593,-6393.5,3.5467,0.0042,0.6261,15.7488,0.3155,0.3156,0.7275,2821.0,0.6362,3.5253,9.3752,4.31,0.0548,52.8999,2.419,0.0006,1.1199,-0.0428,607.0473,2.4188,0.0169,0.0,1.4384,0.1003,94.5703,0.0,0.0,0.0237,21.4,14.8581,0.0713,0.26,1.4734,1.0
0.0397,-0.0111,27.991,4.0209,-0.2365,0.1514,3.1721,69.3556,15.87,15.9791,-0.0005,15.8,2.4046,1003.8773,2.2,0.9367,-0.0097,7.002,15.0,0.6287,1.319,35.5701,0.0001,16.76,0.7527,4.4166,31.549,6.04,9.4201,22.48,6.7984,15.89,4.8019,86.924,0.016,6.4436,7.93,0.0367,7.5742,6.8435,8.0228,148.0227,4.7069,5.1666,0.0105,10.13,31.386,20.4872,4.23,4.5236,0.2055,37.2949,2.702,0.0,755.5556,0.0252,-5493.0,3.1022,0.0064,0.5868,9.8177,0.2951,0.2951,0.6689,2824.0,0.5937,2.4578,7.8394,6.04,-0.0721,58.5,268.4289,0.0004,1.0639,-0.0335,610.3036,2.6606,0.0372,0.0,2.4046,0.0911,73.1696,0.0,0.0,0.0252,15.0,12.5344,0.0911,0.329,1.0768,-1.0
0.0403,-0.0063,87.4751,3.2182,0.4258,0.1729,4.1318,67.7667,15.67,16.7818,-0.0001,15.84,2.114,1006.3928,2.8,0.929,0.0013,10.5098,15.26,0.8588,1.39,33.5384,0.0001,19.9,0.752,4.9489,36.244,6.43,10.4891,15.14,5.3185,15.7,5.585,86.7481,0.0276,4.1891,12.36,0.0604,7.7866,5.0597,11.5027,148.4273,4.7637,6.0348,0.0174,7.51,35.216,22.5384,4.429,4.9612,0.44,37.8041,2.634,439.9299,0.0,0.0389,-6270.5,2.7808,0.0041,0.5892,18.5733,0.2973,0.2973,0.706,2861.0,0.6001,3.4756,9.2678,6.43,0.0296,56.6001,9.8872,-0.0006,1.0603,0.0465,622.3455,2.5755,0.0184,0.0,2.114,0.0779,76.7083,0.0,0.0,0.0218,21.63,6.7884,0.1172,0.424,1.0239,-1.0
0.031,-0.0105,45.6599,14.3891,0.0473,0.1153,4.7336,65.4889,15.77,25.6109,0.0,15.73,2.6167,1001.4222,3.1,0.9293,0.0101,8.2476,17.29,1.1773,1.399,26.8758,-0.0001,17.17,0.8048,4.6566,34.373,7.89,10.42,16.77,5.1885,15.81,4.8472,86.4047,0.0528,4.7284,9.58,0.1214,7.8339,7.0835,10.5628,150.35,4.482,5.8395,0.0131,10.65,38.131,31.7754,2.88,5.398,0.2244,38.8714,2.749,0.0,0.0,0.0278,-6362.25,2.8465,0.005,0.982,14.29,0.4946,0.4946,0.5045,2870.0,0.9965,3.2059,10.2532,7.89,0.1053,80.2002,2.6754,-0.0002,1.0401,0.0149,620.7318,3.5827,0.0149,0.0,2.6167,0.0484,46.3625,0.0,0.0,0.0124,19.9,4.2383,0.0933,0.308,1.0699,-1.0
0.0277,-0.0085,57.732,6.2455,0.2365,0.1142,4.747,67.4111,15.85,13.7545,-0.0001,15.79,0.9058,1000.7826,3.2,0.9353,0.0347,7.6103,19.44,0.9688,1.064,18.9777,-0.0001,18.18,0.6755,4.5373,32.353,2.55,9.5051,14.46,4.9057,15.84,5.1706,87.0242,0.0408,4.1165,8.43,0.0806,7.8649,5.0709,12.8827,144.3536,4.5645,5.1982,0.0249,7.32,32.35,20.7886,4.184,4.6731,0.2021,35.8316,2.512,127.3408,353.9823,0.0548,-6408.75,2.091,0.0025,0.7609,12.9122,0.383,0.383,0.7275,2820.0,0.7712,3.2041,8.001,2.55,0.0995,47.7,44.5848,0.0014,0.8096,-0.1051,606.7309,2.1713,0.0157,0.0,0.9058,0.0409,58.5894,0.0,0.0,0.0118,19.44,14.8581,0.1389,0.469,1.424,-1.0
0.0364,-0.005,83.3747,3.7982,0.2838,0.1251,6.7416,71.2,15.92,16.2018,0.0005,15.85,1.3561,1004.7456,4.8,0.9363,-0.0296,4.822,17.84,1.4824,1.456,33.8641,0.0001,17.35,0.716,4.2139,30.12,4.93,8.999,20.55,6.2071,15.87,4.989,86.3482,0.0193,5.8881,5.42,0.0427,10.0795,3.7025,17.65,144.2273,4.6826,5.504,0.023,5.34,32.717,22.3823,4.325,4.7252,0.2813,36.4063,2.565,0.0,0.0,0.0518,-5120.0,1.9379,0.0064,0.6297,13.5991,0.3178,0.3178,0.7094,2821.0,0.6416,2.9517,7.8658,4.93,-0.1217,45.0999,95.0455,-0.0004,1.0967,0.027,604.3945,2.0778,0.0135,0.0,1.3561,0.0565,113.8543,0.0,0.0,0.0177,17.84,8.2293,0.0516,0.164,1.3427,1.0
0.0201,-0.0059,114.5263,-1.9555,-0.2365,0.0592,3.7043,70.1889,15.87,21.9555,0.0,15.8,2.9507,1003.8773,2.6,0.9266,0.0043,5.3164,17.45,0.7407,1.319,20.3639,0.0001,24.81,0.7527,2.5385,19.277,10.17,5.0498,17.59,6.114,15.89,6.818,87.1886,0.0445,4.8609,6.76,0.0885,7.3634,7.1548,15.22,147.0345,4.5129,7.9605,0.0077,10.52,22.103,30.0288,4.23,3.0304,0.1762,37.2949,2.702,0.0,324.3243,0.0165,-6453.75,3.1815,0.0041,0.6381,9.3484,0.3221,0.3221,0.6689,2913.0,0.6504,2.7348,9.264,10.17,-0.041,70.5,23.9572,-0.0009,1.1424,0.0688,638.0791,3.1785,0.0216,0.0,2.9507,0.0718,82.829,0.0,0.0,0.0193,17.45,12.5344,0.2973,0.858,1.2554,-1.0
