Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319,Good/Bad
0.9315274204191021,993.5868989476711,0.0022514687964073936,7.31676387084114,0.12621790876571376,0.0035173986966530535,-0.002874279811100163,0.011651223153308604,0.14694511196032484,4.600638688651282,1.0
0.9250447867490106,1006.128657015152,-0.008740641124484841,7.236465384504244,0.07682086397609102,0.0039474599297196974,0.1752771201662437,-0.007690105939736351,0.25594210808223483,3.2564988047491745,1.0
0.9327660987394402,1009.8189782660561,-0.0014280939752181953,7.219103342173473,0.1564455158312431,0.0018769955731915392,0.02054816206441264,-0.038832241072137924,0.5194741614704514,1.9739895608954534,1.0
0.9287827302890882,1002.4979760719488,0.0020305206535908035,7.349722897360499,0.0757215623512915,0.0017824632872468023,-0.08058726932039269,0.011225967881675212,0.8371747712910989,3.652489193295727,1.0
0.9352941513346548,1003.9105762423064,-0.01998975535782892,4.917154587543222,0.08379510715657837,0.002369266073486756,0.00016196471962223475,-0.0435861974490101,0.3165433991394655,2.83055228874647,1.0
0.9246077943670269,1009.4800335554839,-0.020905909429937475,7.250952802941434,0.1120554222819983,0.0025514614438175475,-0.1399820512936536,0.026071123599120644,0.21293294982212863,3.6345800590005553,1.0
0.92735829106171,1012.9145283551217,0.009667659268056157,7.4047628170371755,0.15021931613781356,0.0024937545291025087,0.007997964249153298,0.02738155344986807,0.22092009357992362,2.607142895699061,1.0
0.9329698877161177,1004.0743139875613,-0.011742301027827758,4.954519375804272,0.09964726716429098,0.002266483652493311,-0.0952266726731017,-0.0850336261560107,0.1359679111630455,3.0196363605752374,1.0
0.9251460872830521,1002.2189977453435,0.001903804682986095,7.193697329985676,0.08890618247877387,0.0023959792490903086,0.04836740185687528,-0.02728806717829944,0.09526826612856967,4.176967883078626,1.0
0.922443966006884,1012.022698262899,-0.001547365318477446,7.269544570424517,0.14790236087198172,0.0022626440045893773,-0.011779263339129646,0.012313522231763564,0.16021741236388692,3.8764488763625606,1.0
0.9314730253697338,1007.3786930005913,0.02912844400775193,5.84948974397741,0.1371172922177283,0.005234898949443891,5.990416481334998e-05,-0.07196890595315128,0.17844717980485322,2.9965188587360916,1.0
0.9282378688792652,1013.1005870270135,0.0197481191184173,7.274491596862054,0.16371682791493175,0.0024202748351860575,0.04387161523073952,0.011771975995364982,0.27159161982291097,2.200265665918964,1.0
0.9288500527127117,1007.4695933005686,0.013223857539794933,7.319968625392993,0.1896607690902396,0.0027802905993315583,-0.006023541263524605,-0.103380396024755,0.1914338176655526,3.339862588499122,1.0
0.9248339933463561,1006.4711511982584,0.005575468624093352,7.2970789009887564,0.13548186302030188,0.0022339933463560646,0.029300543767586344,-0.008239268099167113,0.12679461970449418,3.6200829850456278,1.0
0.93140456352839,1012.8546639988855,0.010938332178636316,7.306662853395904,0.10253193739953295,0.002478878634171628,-0.05308163280943849,-0.02156557837438411,0.34645801261913367,3.575586185570678,1.0
0.9310641572313358,1003.427759756646,-0.02158041306793751,7.3313944703512846,0.1614690206609596,0.004828980681763891,0.042961958678080794,-0.08847694860765459,0.24131152562054542,1.9750694212091895,1.0
0.9367578008895062,1000.720902019186,-0.017177381533470613,4.911892812761956,0.06335567668907102,0.0022242584356424095,0.07496809751524924,-0.0788185954567,0.2010539711838064,2.0316397063887486,1.0
0.9341506870831929,1011.7779237659117,-0.020532839454185353,6.56371664249,0.10583567872400625,0.0030657533114108976,-0.01711942020350067,-0.10013288078920768,0.19475206124957883,3.2094543732747587,1.0
0.9318994888605219,1004.6742648378051,-0.01011230991913281,7.294317412799583,0.15876922094500232,0.003341538527033318,-0.04415899815543885,-0.0814902542925894,0.18335231928489729,2.9046376753205867,1.0
0.933632744166174,1003.2325109432447,0.005353085562780298,7.212417533805069,0.1313628925553742,0.002958408240029213,-0.12494866176588194,0.04491687699850508,0.15580070723860284,4.041786801594276,1.0
0.9342644431396845,1001.5207942406518,-0.04831227692894578,7.16864422170327,0.09193321031310318,0.004841112881856848,0.051049945479670726,-0.006676585864742762,0.735316132259483,3.2048358262784995,1.0
0.9336451879943655,1007.3825257247086,-0.005321004948170963,7.247442826163895,0.25105942283382476,0.0025980751977461827,-0.022231065987656534,-0.03675631133744782,0.2315866942608443,3.1769296503052846,1.0
0.9291358731269534,1009.391559339033,0.008370244936610975,6.685556884777342,0.21074242291703216,0.0026305339206321356,0.03820847310838518,-0.09521489163099206,0.21817590307506612,3.551805415054519,1.0
0.9291637868144447,1004.7079374270288,0.0012527250188240544,7.2122270507122686,0.20876665289281368,0.002775454169804009,-0.01736431329697695,-0.0028133223142509343,0.3721599917356882,1.6143735277895572,1.0
0.9314098681872416,999.5712496313245,0.0010957249701713748,7.18019685070951,0.14269013181275844,0.003562539366131121,-0.04402979694997011,-0.015146576422208936,0.5164039829728866,2.6506186747645595,1.0
0.936119785854021,1012.7636145179331,0.010069116647836555,6.837315652014392,0.1362763370961688,0.003344986615876311,-0.04489705549278852,-0.08290745315556708,0.28563117033929764,2.3736373949833087,1.0
0.9353509569381186,1005.9110068835294,-0.020853091924804664,7.223550438599421,0.11065169638726474,0.0031619290997974025,0.09323637089146188,-0.020509355513690174,0.3654301471388123,2.2492409525789863,1.0
0.9266669369972531,1011.5094335579704,0.016790638145332968,7.306900679208909,0.23947270513309832,0.0024113132953103825,-0.02268901616181438,-0.09864518728981658,0.19081885549218397,3.7809749554564376,1.0
0.9353768585996917,1003.8725737856379,-0.019977502429675296,4.916382653069544,0.08355004859350594,0.00233250728902589,0.0003855806584258329,-0.04928074580840583,0.2920467325283371,2.8401830902752168,1.0
0.9362345137895801,1004.6244950970791,-0.028861538478243177,7.155228679199392,0.15154020320343442,0.004391640058244262,0.06720612483427377,0.00314095792492268,0.26339245278511747,2.0048665885298953,1.0
0.9303930822026453,1011.3632624405116,0.013410425337344175,7.272575836350571,0.15013803167168022,0.0027218360986168825,0.021009407485874237,-0.02346629915453076,0.22858776595250577,2.4927660000744893,1.0
0.9231819452328653,1009.0914081936344,-0.0013651226508487819,7.188545480095691,0.14080452558094025,0.003688271534856416,-0.008147731532899556,0.02100518923012571,0.6412339191505307,2.2087742370097843,1.0
0.9281407449971099,1008.0414935026113,0.0027873638703362347,7.371849856801104,0.16101174775223304,0.0024010773636889116,0.1075706247826068,-0.050304303617945044,0.25164829237974284,3.4545288899739672,1.0
0.9314775945983285,996.7869456124872,-0.003852472922565103,5.319115315846615,0.18303297230086804,0.0029626576638808514,-0.0075736170131897795,0.004135112765080863,0.12886042809284257,4.661231035780885,1.0
0.9350612363491035,1002.3187560172248,-0.0034892000063103034,7.2601687820010845,0.09325218177706923,0.004195490906413811,0.0038766545909652145,0.014299054519448445,0.29965001845536027,3.3900839642672027,1.0
0.9291665611224584,995.1502746664736,0.013433913826478829,7.262750550693531,0.1449334388775416,0.0025306181163308617,0.010482564724260998,0.009081139877449337,0.2267930409093789,2.5599890693473193,1.0
0.9325595338486439,1006.5780930279594,-0.01726800577631744,7.225572015291907,0.20451061920970315,0.002312711798191839,-0.07450424768388127,0.00030847192767356237,0.5636725657161598,4.620876504911482,1.0
0.9337334658391961,1005.3272351360388,-0.007094385095477945,5.559773614738653,0.15588478260050054,0.0030484968944723767,0.14954336026507942,-0.08925891925376862,0.26780900621859477,3.1117948943442055,1.0
0.9284648731675172,1011.9909353748308,0.01791469013730223,7.247049084848925,0.17301935140056796,0.002528778765006085,0.03984346890230831,0.010705439359740358,0.2951860419835578,1.9890400179738212,1.0
0.9347245094870352,1001.453191628236,-0.03523760860737655,6.393737819183809,0.08945979409809077,0.004113235769447221,0.06850944831483458,0.001911523014371752,0.6193064253925394,3.3302534499923397,1.0
0.932227070128864,1009.0317921376836,0.001291719484544381,7.245419463370908,0.10791149382045136,0.003736283539318288,-0.3767475343961697,0.07997727149659693,0.20038297252158938,2.7325613723386515,1.0
0.934,1005.0242631726383,-0.04618745063022114,2.9357156722236866,0.6816062291110616,0.0032700770583469077,-0.08433157412572805,-0.06846187913695023,0.895771721798091,3.407331943306635,1.0
0.9236058492092305,1006.9485579672572,0.01613103620394045,7.325842096307912,0.20283507029824682,0.0024682158172199807,0.04181574499133574,-0.10254288172245582,0.18831887152818005,2.6100441681872395,1.0
0.933124254702811,1003.3183129439948,-0.0011119247550237413,7.341626049638746,0.15865586152630576,0.003817887132535612,-0.01687635398030385,0.003029406694795819,0.22665091123673317,3.15826116193358,1.0
0.9265750328232798,1005.6501886134131,-0.007365139035254124,7.260313151976281,0.09642176874762874,0.0040334288102966175,0.13103753422136072,-0.005317364835813364,0.24605568681588902,3.275154051834366,1.0
0.9266641364119137,1006.4131125437077,0.09265281523896493,7.33942924072963,0.15032539921496385,0.0027138558300623494,-0.005987377603319438,-0.009139187254676204,0.24190983541906974,2.9413105414916743,1.0
0.9310864478950975,1003.7115802915756,0.01937437241383929,7.226276341526857,0.15261771948373135,0.0021,0.042274897398047226,-0.07815440507756904,0.11329425766854731,2.5856923227393156,1.0
0.9324653867806436,1008.4463464133092,-0.02759884329109835,7.2754773878796835,0.07038348465882183,0.002849184674095424,0.0568837978934518,-0.08171915017553655,0.20772351189132227,3.5575646241488816,1.0
0.934054061565489,1003.9493105915817,-0.013696331013431798,1.0363453453696017,0.8926737538728796,0.004620651794935428,0.015966916763966933,0.018242957382924405,0.6612690429258308,2.2321759782620383,1.0
0.931396029265664,1001.3888800888532,-0.0009383719220338385,7.296337036500708,0.1334428185742223,0.0032119122030080044,0.02146845431941696,-0.04727324902758413,0.30963326468753044,3.3047283851117752,1.0
0.9291154639439096,1009.2608848647533,-0.013528026094073576,7.264184038854779,0.12608400198657582,0.0031084764943025123,0.05038881373068321,-0.03034165638326653,0.3507580384341537,2.2085500652985055,1.0
0.9261359889502538,1009.7106773348099,0.005364200368369928,7.363350072928054,0.16342674033164106,0.0021319108655611964,0.03934353370125271,0.005734139226531285,0.17749474254104963,3.337678206627009,1.0
0.9318432552626882,1009.6882349583103,0.012785563293865819,7.363949779108705,0.11642140527161335,0.002678372368655926,0.11179241921104303,-0.02719275421907571,0.2995994426322366,4.270240119676348,1.0
0.9351889367955629,1011.1423372593969,0.006229364281697006,7.013625247968984,0.13536292250704668,0.003286808549722682,-0.03209788093899002,-0.08270382992402939,0.23638343734025022,2.61225473331242,1.0
0.9273422235044467,1002.5684784195045,-0.0047931750404224035,7.321650164207748,0.09521648322555286,0.004684690218269641,-0.03072051748179197,-0.07992671311639914,0.2825211193007434,4.235429563176569,1.0
0.9325232651349807,1009.7378978390179,0.10959723630054084,7.277098855858803,0.1475591648478764,0.0036046931074131252,-0.025613920849884314,0.010116726479073333,0.3262023046239767,3.101929088833934,1.0
0.9240552236307771,1008.4965945263942,-0.024863330519453466,7.261648067518583,0.11772753867873613,0.0023546385375576412,-0.03934697046879587,0.008065085799111842,0.22149211252128093,4.010180855298359,1.0
0.931819360851987,1006.3987871698719,0.002252172789549654,7.265005749195172,0.10783674316838425,0.002446677371415966,0.07956047543982853,-0.014235432758110376,0.3299419848094797,2.087036908366165,1.0
0.933914865744234,1004.544332428779,-0.020194093963817182,4.930027919720483,0.08788187927634364,0.0029822818914515456,-0.0035672148396635696,0.05138016968403529,0.725067357161501,2.669942144439695,1.0
0.9340628912027903,1006.4898243511033,-0.004221053165985473,7.274830233196286,0.23866756098388697,0.002765156481116131,0.006506914751974471,-0.04633563825065816,0.23201832090955,2.897305199145396,1.0
0.9243516050690297,1002.0610962791409,-0.01261684500766997,7.353488501148811,0.16582908058633147,0.0031336077041076477,0.024744579819334356,-0.020370590168739364,0.3272883199522518,3.8107935387080745,1.0
0.9350237710077145,1007.8429582510184,-0.01986017140944157,4.98864797991168,0.09434686307311349,0.0029364004017270427,-0.015087322396774582,-0.09920017810489229,0.15928452494104586,2.6369169588259296,1.0
0.9266588285854481,1010.5233810783491,0.016464668467683442,7.3079942460703835,0.22005702358044665,0.00250589145380673,-0.026082600686960992,-0.08922861493336628,0.19298842337867242,3.775921932715464,1.0
0.9349909298766967,1002.7343970253619,-0.012582088397058227,7.166185975623168,0.14781097560542972,0.003771646340814458,-0.031903506200637005,0.03218064027321367,0.1867306401667847,2.871407546659986,1.0
0.9294093142086887,1005.845483041471,-0.0018435645550411127,7.298315445067901,0.17163175475664055,0.003064334839983164,-0.02586610337579484,-0.08765596384040407,0.19470699548005052,2.6512013755195287,1.0
0.9312596114521122,997.0636595961959,0.013796270013752863,7.345036643559055,0.10720131625135082,0.0015508502308523582,-0.006300329062837705,-0.032358611692426244,0.18356590804463138,2.6854708145911794,1.0
0.9323,1012.9091,0.09796740735663123,7.342537506934203,0.11295995544034822,0.0023261806029185876,-0.10811284272273418,0.006610577456477192,0.29792557404633885,1.6909698767793133,1.0
0.9287633633672856,1005.6332760258261,0.016294085122615865,7.369777337906795,0.14867326255456612,0.0026712891436276344,-0.0508247908116521,-0.04395154967881135,0.22374650904283822,4.343002312109215,1.0
0.9319061763322257,1004.891295315382,-0.009482785728443847,5.465852669895653,0.10187772547464989,0.003406051120309374,-0.01966842967333237,0.06227312512019222,0.7825168301739227,2.8810130690825746,1.0
0.9349659598044844,1014.2815928526649,0.0036394431210443907,7.254576101847311,0.1599810068286356,0.0033697584387572623,0.03688998711902687,-0.010784012492824076,0.2875459520415033,1.633993176646208,1.0
0.9333615056879413,1004.853697582584,-0.012237039750929015,7.274589988494797,0.15016937497305832,0.00342001704227053,-0.0637170286767931,-0.07982018746497584,0.19445910783379783,2.649307308614456,1.0
0.9267362738948198,1005.9722892829619,-0.0023181456066816847,7.351011558014339,0.2017266901944445,0.0028454765872372354,0.06438001862770286,-0.0636294957984983,0.14230894291426427,3.5620212952627606,1.0
0.9265420613624873,1006.5443424267881,0.005525543227252232,7.316001303745405,0.1871738729883865,0.0028231640398353815,0.0025384575304995133,-0.09344406304395084,0.19543050788049385,2.6444485931153907,1.0
0.9352497214887309,1006.7571429440178,-0.019870441885851405,4.96875406710583,0.09116301538606471,0.002720720397120512,-0.010732640399004631,-0.09561578183785995,0.15356386958076787,2.705041028852364,1.0
0.9300708140896574,1005.4644524375462,0.0036832563586296965,7.186444224265971,0.18929363544274047,0.004374902301337692,0.019917027855660654,-0.010254105975073416,0.3549765720602935,1.4438451532249275,1.0
0.9203012406794489,1012.1585152823036,-0.015492059651526946,7.124816128214627,0.16024193558358207,0.0029871588131515484,0.0024393298476349627,0.049653474211561334,0.6903385879128006,3.67094745521616,1.0
0.9326942996538651,1005.9518599578267,0.02171657639969423,7.2615150364098096,0.12608289613440773,0.002908808597776858,-0.06389274270085676,-0.014543016328961385,0.34677926324405517,2.6369769736586046,1.0
0.9344264575101873,1004.588010331706,-0.02470404462567804,7.193198364664587,0.159600219534146,0.004170225921060702,0.06360499221675005,-0.01265535903788356,0.2400486855877945,2.3155466502814765,1.0
0.930258497025741,1015.395272831583,-0.006093445409683467,7.206674005601739,0.2263830806028529,0.0018540123060508085,0.14224510206730606,0.054056172284711324,0.21938707364959664,2.1237759622994163,1.0
0.933339187405778,1012.1752909976219,-0.01803923454019669,4.888712443466806,0.13031900452265552,0.003954647435929047,-0.03694857654647346,-0.10389127074116607,0.18180243212811376,2.590299472051115,1.0
0.9303345428309403,1001.4546349169276,-0.01839604285791352,7.110527658661091,0.03443528562951283,0.0022940642868702794,0.0589304213642211,-0.0450417998165823,0.23826907898643038,3.1113689400827864,1.0
0.9326923486074986,1000.8170843927247,-0.026658703684289898,7.330616046720456,0.17257258220977742,0.006496939442999472,0.0290633793349788,-0.01054214627014834,0.21256943683758878,2.7337792140174644,1.0
0.9332200364983837,1003.743646556216,-0.0068837321142221405,7.230322794167554,0.16518127571120256,0.0031243525867457054,-0.08086698047037494,0.01992413532867157,0.1501180290872781,3.4781445802381894,1.0
0.9268067211233729,1001.2352756216452,0.01039482833470526,7.2679102386723775,0.14847466496458647,0.0024305067007082707,0.005671869815515032,0.011328852584418046,0.19342563880249847,3.016685454967977,1.0
0.9295753580610446,999.8722945330161,0.0023914065349294085,7.217294470959171,0.14869722936368027,0.0011795609415427555,0.005709074957066937,-0.03451393480182512,0.5313553271037201,2.4750102378769445,1.0
0.9317534452478189,998.7453063693674,0.017262190087244077,7.2749392639641615,0.11286219008724407,0.002418992769629917,0.006668329037492092,-0.01726086262296842,0.3733273373166731,4.394430666242858,1.0
0.9281155564275391,1002.4022016195705,0.01003097452129386,7.053992944977006,0.07193200231449993,0.003287764380391096,-0.01862816780924406,-0.027946807616401302,0.21874801338120267,3.55287165501627,1.0
0.9337714051252136,1000.2589019183091,-0.020992538876616295,7.30035249353722,0.16435866686111755,0.0060431384974370846,0.03289835876495034,-0.022232445281060872,0.19286771884244408,2.6674036237092937,1.0
0.9314544712916597,1009.0185042841306,0.002029961035600625,7.117993096896039,0.07521834244024687,0.0037336814761824997,-0.05098702783569985,-0.009064408925790156,0.17212091969680846,2.678606131312056,1.0
0.9318366065862559,999.3181647867416,0.003818267432519305,7.401413854910714,0.13390180241232075,0.002419711238753217,-0.11790440313991911,-0.01498787578038977,0.14570469940667516,4.356430332026934,1.0
0.9263153939486694,1009.9050147872852,-0.013523030256653652,7.265747743989226,0.21449427465144694,0.0024350572534855303,0.03477516493472715,0.038955622962611396,0.2970347463307901,3.111958731944753,1.0
0.928334743113708,1001.5066601157139,0.011722049909349568,7.324775052240682,0.06599331663929202,0.003356124686986725,-0.03297662378048241,-0.03732315171383173,0.20629443398673453,3.397752040413493,1.0
0.9223897320593059,1011.164771446159,-0.0069165261287223775,7.266200143657193,0.14103272751207238,0.002226488039537223,-0.016985722306639882,0.010487645996629765,0.17310701390497998,3.8735925551234405,1.0
0.926767092880876,1006.0352876159326,-0.0023305813378973594,7.350164306239776,0.2019267432618271,0.0028379070117146507,0.06499802040072532,-0.06286605003864904,0.14235976720705878,3.5515860947209115,1.0
0.9330574779980767,1012.3615551096264,-0.051375366951662206,5.257661292170671,0.1230967743159385,0.0069536657225286805,-0.09897771331760805,0.05924721625145239,0.18628299112334878,2.1771275652469515,1.0
0.9337155352359223,1009.1649882560214,0.0019640559106795866,7.284818002325243,0.1285567152038836,0.003077995340776701,-0.024430898071844454,-0.07583051834951468,0.17744670936893178,3.2140549235708695,1.0
0.9325246365140214,1013.0908156101567,0.002157927663653081,7.369179004098087,0.11675374990624485,0.0021681167756989793,-0.08707521392558167,-0.03401021212133773,0.29781805350014645,4.853761488528711,1.0
0.9367716320215718,1013.8989472100718,0.012757982088983148,6.713851237047067,0.1369159744185618,0.0033857270013482295,-0.053859940296610495,-0.0830500445047188,0.32011790664127626,2.2065407039702367,1.0
0.9333765071065964,1006.7987329260942,0.009111229103253465,7.265145426509283,0.11200275916505789,0.0025882880428614013,-0.12839362667798235,0.024873444782648184,0.21248603897407312,4.5821053478904865,1.0
0.9316950616532162,1014.6717557680108,-0.003622170929118143,7.229426592961816,0.21995164916033577,0.0018844135332601669,0.13688915144389166,0.035388841655439734,0.15158595638603742,2.104047397116379,1.0
0.9253811160566948,1002.7007316855662,0.00737228934085828,7.262230857392614,0.09934457868171656,0.00265407737112988,0.026986010629961074,-0.03622753363754399,0.11551619604899807,4.1543735559653046,1.0
0.9310253873169877,1001.3849815375696,-0.018375723902441538,6.882173077589228,0.03667037073143079,0.0022635858536623073,0.06062705414613155,-0.04987771121891389,0.22732732146476836,2.9961909409898597,1.0
0.931094525477637,999.0659418344065,0.0028038566878092817,7.383440429934199,0.14644012738966874,0.0024,-0.11264180254720008,-0.008634089171581498,0.18519966879398098,3.9745995126953586,1.0
0.9310128584844791,1003.884645461212,-0.002357218836731811,7.333028488010745,0.17639719619344602,0.0043875765385980895,-0.05697882692990448,0.013583387211150585,0.2923550451816014,3.3145597962104274,1.0
0.9311439969900126,1007.1991488788337,0.005700745879921986,7.415078921313282,0.1257800150499369,0.0028809097749971316,0.0798400685788081,-0.02997894639651026,0.26987613680518874,4.168656946247273,1.0
0.9333118559529873,1006.4171631451802,-0.01077168981283976,7.277365650973199,0.1326686980536016,0.0028893628791737073,-0.02724493082646285,-0.04237218814495486,0.47100764712813564,3.94015042087083,1.0
0.9331551494231569,999.1227741147533,0.002206215031840042,7.1996828788787015,0.1704570782261417,0.003754292177385829,-0.06769352306847218,-0.01867985472438055,0.3318237885701463,3.4022859630113493,1.0
0.9318191904752727,998.9578946110081,0.003619400003854367,7.385922503755101,0.13502302857032733,0.0024161199992291265,-0.1169415238792695,-0.01210488573796254,0.1488694244860055,4.397673231233041,1.0
0.9331941930656339,1008.7126781392648,0.017511624558269274,5.716471990266403,0.08189032533923533,0.004178065067847066,0.021461926380523404,-0.04005218758253728,0.2822555692493335,2.1074300816177938,1.0
0.9354,1011.7209905918302,0.0010284971704174403,5.181712736656662,0.14426425627011435,0.00301191713826376,-0.14752276392274902,-0.1014870432475804,0.1998863604180174,2.1628542092282435,1.0
0.9337,1002.3068755505799,-0.025590832601034213,7.348843632448194,0.1547060877720152,0.005725857209844105,0.06570229287436698,-0.0006087298588079838,0.23816782782513882,3.1387735240441943,1.0
0.9337,1004.5522580457394,-0.020076332477137415,7.368727647318014,0.13985935666921612,0.004506304297828467,0.10496659423730523,0.00021314275581125054,0.2630626144421537,3.5491265669176304,1.0
0.9302392242559667,1003.9033870988287,-0.01582639898154386,7.339620890466229,0.17053812255290368,0.005054252936515575,0.02232430574572413,0.0016377920419847836,0.1905513657491058,2.902472700523483,1.0
0.9337022194769994,998.0288457761216,0.007835742360089685,7.167705751860556,0.17275124296806163,0.003524875703193837,-0.09476466702312719,-0.00043242131557136645,0.3533712897231019,3.7601227204875816,1.0
0.9321087227102028,1001.2525709416205,-0.0027468565954124344,7.391225161707617,0.12628312347662546,0.0025271211159658786,-0.08671052180564875,-0.02827221758265051,0.1521255992335774,4.293207103977431,1.0
0.926730801298115,1002.2343902746688,-0.0031516872905682555,7.342685667924464,0.1184261892828832,0.004425315954719329,-0.019278879185017056,-0.08738565473207208,0.2382316086643239,4.354230212921537,1.0
0.922723923932904,1007.7520017034007,0.01183533399729265,7.320154146817369,0.19268868294139124,0.0024521521341918477,0.03837507423992091,-0.0754817721281181,0.22474986049133028,2.9361238366042377,1.0
0.9331958537678005,1002.4572625884323,3.36602848065306e-05,7.281482835047656,0.09564868433564082,0.002099509572790204,0.10333847613688531,-0.0021973250494297953,0.2938108341967829,2.5783803345844944,1.0
0.9247363191920657,1005.3112250454818,-0.005140202136822522,7.332754497620927,0.19150840286980333,0.00314189916556236,0.03542966271533976,-0.06625545894070191,0.24888141020165955,3.8605260430470496,1.0
0.9298140571785832,1004.622041656489,0.0016445453612427422,7.205293353269801,0.13868097841797863,0.0031345959336785394,-0.07620159974991719,0.0017355557836288534,0.2661007946962638,2.3634194860650033,1.0
0.9324792178118265,1010.3635350052683,0.133647074742691,7.271515857649018,0.14271395930092307,0.0034064801532195797,-0.036757893607876964,0.008002454967675515,0.3153116039741203,2.788631491069459,1.0
0.928127963302548,1002.4046743247078,0.009992259092049243,7.050752956834623,0.07204112302240948,0.003287614899969302,-0.018273002327061777,-0.028047557420690386,0.21886221642345322,3.5518487604899343,1.0
0.9353719551931275,1012.1560378016794,0.0003334419454850033,5.090962474534944,0.14143910386255,0.0029953258655212502,-0.1449910283522788,-0.102443910386255,0.19542441951298253,2.1920573729944475,1.0
0.9310615704629579,994.6581092560358,0.0013112324491448115,7.314463390534723,0.129992199687045,0.003354394175794521,0.0026480499217612485,0.016176755070414876,0.144098439937409,4.485003432166398,1.0
0.9323,1012.9091,0.11010859534790815,7.334014608733901,0.11387282671788783,0.0023510770923060318,-0.10574767623092698,0.005954969902607831,0.29547741925657356,1.6748701469754328,1.0
0.9329946667110662,1003.3428468330285,-0.023764001132187473,7.2415456723220535,0.20771999400606633,0.004701666860914517,-0.07995066457988975,-0.00857166669441636,0.18592299668668666,2.6226222297104305,1.0
0.9240008674247233,1012.9091,0.0057510119955105216,7.3143363903225875,0.1537492771460639,0.002362536142696804,-0.0014283766556040557,0.018452457703382698,0.16972569208433358,3.4717894219022294,1.0
0.9249169822797321,999.0642030016996,-0.0025574722792566836,7.354354467231979,0.16123260607865167,0.002687299300907519,0.03676107461949004,-0.006058007476836632,0.21926136270514263,3.471320588428694,1.0
0.9327573103743927,999.9182982100693,-0.0018876771151209743,7.222937212954856,0.16878872092487232,0.003921127907512767,-0.04800690691349349,-0.031949712028323154,0.31615406345591623,3.1420607245664325,1.0
0.9295488684068153,1013.8006848506858,-0.0007854702945351523,7.250366018877199,0.11555220432883184,0.003528701832380647,-0.3402188873025737,0.07375970461171455,0.17716486618706018,3.1802686573754118,1.0
0.9281946356326725,1012.3979648418665,0.004214644328815005,7.38565835108241,0.14573743745486809,0.0026754187515043975,-0.002340765726546814,0.027466704372141645,0.22277686752467213,2.9430742400247567,1.0
0.9308749270484293,1003.3316182632681,-0.0023450556496782387,7.258444634296739,0.09162390572643984,0.0027171403854439375,-0.09723878741178557,-0.005499124581151871,0.8794894196587314,3.339342808143951,1.0
0.9293156801476241,995.40776088651,0.01307931267745129,7.2658733428999,0.14221193955510353,0.002473697542972675,0.017265802560166656,0.009152959557127801,0.2223820906673447,2.556642438574317,1.0
0.9331681548473739,1001.3879391410791,-0.02818794860803424,7.2636437236842495,0.18429909560452462,0.005460677457260776,-0.07179672217342709,-0.008680096779608681,0.17297644451472333,2.2177226055852586,1.0
0.9248054529573163,1007.2054954082523,0.006155789867902451,7.309522510610106,0.14347317195144357,0.002205452957316273,0.025913750934864387,-0.005099825304790021,0.13231242825218725,3.521361779356988,1.0
0.9270914000082905,1012.4026502882131,0.008778914926249623,7.4057237191281216,0.14687238314276838,0.0024733702138243123,0.01098239143044663,0.02621108942485062,0.2338495696583645,2.6359478103754874,1.0
0.9332309885843196,1010.8046551692327,-0.030707650615116204,7.316193483802454,0.08267951362695214,0.003034785111350221,0.056303796527030554,-0.09443278012749014,0.19668028587466185,3.700778561545614,1.0
0.9340307992097029,1001.8984692922816,-0.045817548521055816,5.165193849465514,0.33156521134723493,0.005046003951485894,0.03368616201092164,0.012718322550876486,0.797562201987195,3.0950128043719856,1.0
0.9316362869409546,1002.7232237742272,-0.0006864828995199199,7.264194911928427,0.09745911659666767,0.0022128130198700957,0.0952272865492006,0.004717137195594551,0.3549004386450839,2.5898423382925055,1.0
0.93329147083986,998.8501840509277,0.003609006384365362,7.191714672199153,0.1710287486832837,0.003697125131671631,-0.07443923446274754,-0.014132875857574343,0.33719309340222603,3.4914533619303336,1.0
0.9340739321349509,1004.5190330737964,-0.022155848507909536,0.951976253076699,0.9179189618347835,0.0041525748339692,-0.01881976162215597,-0.010504112671497631,0.7363462293808913,2.521752184680081,1.0
0.9365066618542667,1013.0610600396399,0.009271429668532945,6.740306886001532,0.1364356166921389,0.003296743178799991,-0.05563471536413322,-0.07267106105879907,0.3924331457000053,2.4933711209537637,1.0
0.9316163370315206,1009.8038795715375,0.004058964467006736,7.115272439283861,0.08102106447003972,0.003917358095990675,-0.06376739025502262,-0.00503777938539147,0.16426534812608257,2.620874384996528,1.0
0.932412859606373,1009.7643464842238,-0.009298705279599754,7.170618065854418,0.2812701393314625,0.0021171461418306686,-0.10520805573258499,-0.007514154326773248,0.25717229078411563,4.059700853983104,1.0
0.9334271712906878,1000.2095346148303,-0.029861996519743063,7.326407239715197,0.16649123025919776,0.006758881702079873,0.028561688019136597,-0.0021871265061767092,0.2104525251996766,2.789190267325097,1.0
0.9325559876909433,1004.2692206439447,0.0011039015405884716,7.271938707679466,0.09938720001565102,0.002208356923518362,0.09596125535423636,-0.00797410462698242,0.31273958157032544,2.3312720364706823,1.0
0.9293997011649591,1012.1330456060309,0.017174816638050032,7.271373322462845,0.15484352079756256,0.0025824141985907392,0.03092579012523365,-0.006282549976308657,0.24774084946859715,2.3541109204984902,1.0
