Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319
0.924000867,1012.9091,0.005751012,7.31433639,0.153749277,0.002362536,-0.001428377,0.018452458,0.169725692,3.471789422
0.924916982,999.064203,-0.002557472,7.354354467,0.161232606,0.002687299,0.036761075,-0.006058007,0.219261363,3.471320588
0.93275731,999.9182982,-0.001887677,7.222937213,0.168788721,0.003921128,-0.048006907,-0.031949712,0.316154063,3.142060725
0.929548868,1013.800685,-0.00078547,7.250366019,0.115552204,0.003528702,-0.340218887,0.073759705,0.177164866,3.180268657
0.928194636,1012.397965,0.004214644,7.385658351,0.145737437,0.002675419,-0.002340766,0.027466704,0.222776868,2.94307424
0.930874927,1003.331618,-0.002345056,7.258444634,0.091623906,0.00271714,-0.097238787,-0.005499125,0.87948942,3.339342808
0.92931568,995.4077609,0.013079313,7.265873343,0.14221194,0.002473698,0.017265803,0.00915296,0.222382091,2.556642439
0.933168155,1001.387939,-0.028187949,7.263643724,0.184299096,0.005460677,-0.071796722,-0.008680097,0.172976445,2.217722606
0.924805453,1007.205495,0.00615579,7.309522511,0.143473172,0.002205453,0.025913751,-0.005099825,0.132312428,3.521361779
0.9270914,1012.40265,0.008778915,7.405723719,0.146872383,0.00247337,0.010982391,0.026211089,0.23384957,2.63594781
0.933230989,1010.804655,-0.030707651,7.316193484,0.082679514,0.003034785,0.056303797,-0.09443278,0.196680286,3.700778562
0.934030799,1001.898469,-0.045817549,5.165193849,0.331565211,0.005046004,0.033686162,0.012718323,0.797562202,3.095012804
0.931636287,1002.723224,-0.000686483,7.264194912,0.097459117,0.002212813,0.095227287,0.004717137,0.354900439,2.589842338
0.933291471,998.8501841,0.003609006,7.191714672,0.171028749,0.003697125,-0.074439234,-0.014132876,0.337193093,3.491453362
0.934073932,1004.519033,-0.022155849,0.951976253,0.917918962,0.004152575,-0.018819762,-0.010504113,0.736346229,2.521752185
0.936506662,1013.06106,0.00927143,6.740306886,0.136435617,0.003296743,-0.055634715,-0.072671061,0.392433146,2.493371121
0.931616337,1009.80388,0.004058964,7.115272439,0.081021064,0.003917358,-0.06376739,-0.005037779,0.164265348,2.620874385
0.93241286,1009.764346,-0.009298705,7.170618066,0.281270139,0.002117146,-0.105208056,-0.007514154,0.257172291,4.059700854
0.933427171,1000.209535,-0.029861997,7.32640724,0.16649123,0.006758882,0.028561688,-0.002187127,0.210452525,2.789190267
0.932555988,1004.269221,0.001103902,7.271938708,0.0993872,0.002208357,0.095961255,-0.007974105,0.312739582,2.331272036
0.929399701,1012.133046,0.017174817,7.271373322,0.154843521,0.002582414,0.03092579,-0.00628255,0.247740849,2.35411092
0.932589858,1008.792036,0.073237795,7.285539441,0.154884327,0.003904359,-0.008766048,0.013313161,0.342667272,3.575584068
0.931157715,1009.896362,0.002872105,7.126148323,0.093509807,0.003755252,-0.055690614,-0.001590382,0.177018234,2.693895863
0.931549032,1004.26453,-0.006824172,7.342989473,0.174555392,0.003341286,0.030893031,-0.068729284,0.322137245,3.556546899
0.935286529,1003.496285,-0.01149854,5.298364894,0.132195377,0.003226699,0.179293778,-0.08888884,0.279592457,2.912758616
0.926643214,1012.9091,0.008833749,7.387111007,0.151547322,0.002472634,0.007324395,0.025939105,0.209911373,2.754172251
0.933046435,1003.878679,-0.000927695,7.363203813,0.178533998,0.004360531,-0.052804482,0.003567995,0.206623381,3.40357425
0.928633511,1002.142744,0.000129788,7.252590401,0.201904259,0.002588298,-0.052674447,0.002676592,0.368042556,1.862230701
0.930865868,1003.033036,-0.00487539,7.280504187,0.132157325,0.003035111,-0.025411313,0.018415294,0.227885517,3.687562404
0.92614784,1003.021244,0.009416489,7.268688917,0.14947297,0.002410541,0.003825005,0.011768107,0.186307723,3.148671387
0.924220065,1006.386526,-0.009481964,7.223612692,0.066257007,0.003901127,0.199119931,-0.008968889,0.261270369,3.246444608
0.932882086,1003.50515,0.003473696,7.193604534,0.14101678,0.003177052,-0.086603041,0.037484627,0.178074282,3.167816764
0.93163228,1002.167924,-0.013464605,7.288697064,0.164070851,0.004392915,0.00766396,-0.069474925,0.271842376,2.406181862
0.931901155,1007.731422,-0.01582434,7.28947668,0.124627961,0.003348835,-0.047403331,0.023466243,0.233563913,4.350209219
0.928792927,1001.293344,0.00023341,7.292479356,0.181280045,0.00249701,-0.089946176,-0.006434619,0.346119492,2.149738704
0.93368711,1008.616799,-0.0101,7.40441584,0.112990381,0.002302309,0.175721419,0.001781189,0.307916268,4.287025397
0.930815737,1002.90419,-0.019036008,7.334730414,0.15771976,0.004504846,0.042077183,-0.089390708,0.241339119,1.947641293
0.932324986,1000.45952,-0.025212444,7.329658333,0.15274984,0.006483329,0.013379024,-0.019171009,0.226491788,3.112161965
0.927060324,1011.465595,0.003021953,7.269124211,0.206225888,0.002244049,0.039741298,0.027220561,0.29920776,2.848437147
0.930031771,1003.059443,0.016018503,7.327096234,0.13745709,0.00272185,0.05664754,-0.011808219,0.254716559,3.680306217
0.928795415,1013.123021,0.010232083,7.291948768,0.148863262,0.00263875,-0.000752073,0.010702934,0.237212899,2.509847566
0.933023497,1005.05493,-0.017430157,7.277758868,0.131882265,0.002705862,-0.035659765,-0.018726767,0.653014479,4.514246578
0.933402875,1002.963142,-0.003010746,7.233638059,0.102819986,0.002631166,0.060776024,-0.011899863,0.425285665,2.593151811
0.923940506,1003.273812,0.025552465,7.38322742,0.16353088,0.002768879,0.030795389,-0.0132659,0.2278515,3.631131859
0.932563178,1009.170989,0.087804937,7.282157783,0.151949555,0.0037843,-0.015516024,0.012032533,0.336070704,3.385817693
0.932415186,1009.675915,0.005181538,7.269143921,0.133028355,0.003754253,0.019517329,-0.041120857,0.536497477,4.112380034
0.934232222,1004.398513,-0.020147078,4.927065925,0.086941564,0.002841235,-0.002709177,0.029529585,0.631071056,2.706896549
0.930051256,999.33613,0.003739748,7.273444218,0.138081775,0.002788259,-0.008106982,0.014440976,0.223417495,3.166161449
0.935101551,1001.673893,-0.022663258,6.013962282,0.101148096,0.003547673,0.08334605,-0.002141678,0.49810628,3.249773839
0.927519046,1005.679952,0.00140418,5.728997245,0.199021962,0.00227348,0.000952828,0.000558319,0.137043453,3.817384363
0.935680811,1003.729432,-0.016743672,5.016798625,0.105672464,0.002582217,0.084259082,-0.086089082,0.202286951,2.923545003
0.928686976,1004.548495,0.006672436,7.273267511,0.130371643,0.002940685,-0.065725657,-0.01625656,0.215658077,3.748556698
0.933155743,1012.093833,0.021426477,5.090701946,0.085388057,0.004285789,0.023038151,-0.011705191,0.311029598,2.06488021
0.932413259,1008.462593,0.001684696,7.194545665,0.209396532,0.002362515,0.053690219,0.035376086,0.233827688,2.751417907
0.931147772,997.0114419,0.007802389,7.272870237,0.084286635,0.009444739,-0.001822065,-0.015504055,0.270056816,1.936909168
0.932756952,1005.93035,-0.000223451,7.241290599,0.118798993,0.003908934,-0.005260339,0.017551945,0.214743369,3.471669398
0.934416955,1000.754979,-0.002291287,6.422314674,0.103039077,0.003431305,0.098014198,-0.102597416,0.232021652,2.609737704
0.931272738,1005.623684,-0.009571367,7.270549243,0.148795889,0.003179246,-0.045993747,-0.062361146,0.218023039,2.907803956
0.933335619,1011.806845,-0.015485179,7.313034511,0.090698574,0.0031,-0.008378474,-0.098283571,0.210388774,3.190437269
0.930294948,1010.676816,-0.002621498,5.102074752,0.128712842,0.011845745,0.046366796,-0.040288731,0.181998135,2.582078628
0.935071142,1003.788458,-0.011673803,5.237579604,0.13310763,0.003203962,0.180485931,-0.084429511,0.282772917,2.979412993
0.933714146,1005.972804,-0.009375771,7.124242706,0.138403362,0.004560504,-0.079875498,-0.043494818,0.788764445,3.069180873
0.932724527,1007.260736,-0.017611145,7.228139319,0.153969882,5.64E-05,0.004316686,0.040621388,0.258936142,5.192934946
0.932321319,1005.093805,0.003824176,7.203137585,0.139194285,0.003163033,-0.064550851,0.024951469,0.214285855,2.849356797
0.932932514,1000.1451,-0.023747027,6.186298777,0.188647652,0.005549224,0.014637835,-0.003180568,0.184237331,3.338194957
0.93206013,998.9340178,0.007908394,7.203868451,0.178908104,0.003329884,-0.073717583,-0.013591462,0.312630029,3.945083792
0.932989499,1007.055187,-0.010478521,7.26325275,0.16683054,0.003051074,-0.019567565,-0.05260956,0.184730553,2.521501741
0.932609622,1004.469017,-0.011033617,7.28070049,0.142598048,0.003588185,-0.062439219,-0.080490743,0.203673816,2.892908368
0.933369158,1012.343839,-0.018185493,4.906695042,0.128880397,0.003975028,-0.037251883,-0.10524596,0.182715948,2.561019007
0.925098716,1004.608783,0.054086542,7.36460247,0.157915318,0.00274548,0.015153708,-0.011511037,0.233829735,3.337788908
0.923980547,1004.849963,-0.003465931,7.413533945,0.085317211,0.00207624,0.033089303,0.002515658,0.441879577,3.532932428
0.9337,1006.711748,-0.007045576,7.37752835,0.112363662,0.003063606,0.108611762,-0.06473373,0.234730181,3.023722982
0.932980935,1004.664843,-0.013591871,7.283388781,0.151843886,0.003617914,-0.047078482,-0.081997051,0.20196396,2.537663114
0.93392414,1001.90957,-0.053209818,6.969215795,0.068213761,0.005139312,0.038315906,0.008076595,0.811569348,3.373051916
0.934739978,1015.067424,0.001777188,7.254323369,0.134808421,0.003956368,-0.178956547,0.03991018,0.210145185,2.02945716
0.932209031,999.2213311,0.009236957,7.167522089,0.169202761,0.003224101,-0.086984957,0.008988294,0.35707262,3.944905751
0.931324438,998.365081,0.006707085,7.26913343,0.084975817,0.009073059,-0.050454766,-0.001809708,0.26336669,2.011030309
0.928942295,1009.906191,-0.004781164,7.188502326,0.161180819,0.003030206,-0.015571372,0.015488492,0.241225134,3.034989985
0.931238524,1008.97115,-0.005067649,7.391243932,0.129409839,0.002245301,0.131529336,0.003012787,0.265598517,3.981107893
0.929058433,1003.243874,-0.001983036,7.241436583,0.106458724,0.002563645,0.070379218,0.016614923,0.449198018,2.664096725
0.931446685,1001.987013,-0.014156476,7.204747527,0.073558275,0.002539747,0.06816591,-0.05198768,0.23872177,2.86250216
0.931773704,999.4765245,0.007395778,7.271347218,0.095527823,0.00873167,0.006738191,-0.011883111,0.263384458,1.867527296
0.932118703,1011.98953,-0.013953992,5.089746414,0.118270991,0.003816655,-0.10025803,-0.11164662,0.178640202,2.482014579
0.926428266,1010.447538,-0.008576321,7.268713373,0.233720433,0.00214924,0.037213064,0.033920381,0.315262046,3.259243577
0.9337,1003.397935,-0.022911268,7.358505523,0.147491876,0.005133261,0.084781306,-0.000209372,0.250264515,3.338169176
0.928589021,1005.695453,-0.008638847,7.344351473,0.171271546,0.004174145,0.019665645,0.003086304,0.179274977,2.978180358
0.929806788,989.8839656,0.020174524,7.400131171,0.087815325,0.000678455,0.013588476,-0.008057306,0.201022789,2.396180546
0.922555674,1006.556194,-0.003181948,7.353170582,0.100996205,0.002077304,0.021047289,0.001840369,0.36252546,3.908127792
0.932594056,1006.334487,-0.003261823,5.838773748,0.169480018,0.002944914,0.121951506,-0.090734973,0.255508555,3.220841633
0.933543747,1007.599322,-0.005588133,7.240791673,0.254068841,0.002557499,-0.029210212,-0.034429929,0.231481872,3.244837686
0.9323,1012.9091,0.108952992,7.334825822,0.113785939,0.002348707,-0.105972794,0.006017371,0.295710436,1.676402526
0.929004167,1007.106114,-0.01913226,7.272768245,0.196517043,0.00227601,0.000257953,0.024375252,0.558397487,4.214350608
0.930715263,1005.007709,-0.002263333,7.207614038,0.155973685,0.001165614,0.005059825,-0.04954263,0.694220693,2.92006583
0.931528245,1005.559637,-0.02379348,7.225638485,0.05533242,0.002621999,0.057593754,-0.066156917,0.221241072,3.38226232
0.932360978,1012.042989,0.198206213,7.256528915,0.129707539,0.002874399,-0.066672659,0.002326926,0.286076719,1.94761865
0.930691177,1010.871126,-0.018641222,7.229825158,0.139919457,0.002760498,0.079807964,-0.009143439,0.361237058,1.50102738
0.930108531,996.8364979,0.01043003,7.268348585,0.131962889,0.002377008,0.036255553,0.006774406,0.237755667,2.55422521
0.935584724,1015.503559,0.005109165,7.264826139,0.160738615,0.003819689,0.041460821,-0.002736662,0.22087041,1.53732356
0.935099501,1013.131786,-0.007113635,5.085740439,0.135990023,0.002949917,-0.021523947,-0.101899002,0.165545295,2.411201225
0.933449248,1004.096706,-0.015186188,7.282892899,0.153119019,0.003974556,-0.050083974,-0.066762773,0.197065258,2.674241605
0.932379375,1009.9017,-0.020881878,7.293621252,0.121149998,0.00349375,-0.057561881,0.025799376,0.236186877,4.65629893
0.934502271,999.6638111,0.003802694,7.240672448,0.11767817,0.003866091,0.001668029,0.015636936,0.236766425,3.000596689
0.922530018,1002.664305,-0.011839231,7.388569937,0.0683223,0.001934991,0.029236074,-0.005883054,0.478914461,3.919208084
0.928039373,1008.969751,0.014548349,7.315115963,0.208157978,0.002643274,-0.012212114,-0.101622019,0.191205457,3.50366565
0.931670931,1004.17219,-0.013430103,7.149047836,0.146435994,0.004384775,-0.075974353,-0.038262276,0.730038933,3.021307248
0.932923025,1004.636106,-0.013798032,7.284727672,0.152098692,0.003648027,-0.044546635,-0.082328299,0.203105955,2.520674491
0.927311171,1009.717379,-0.010520354,7.255182107,0.110565795,0.00330893,0.029496749,0.04377444,0.215062071,2.143116508
0.934971721,1013.589411,-0.010606305,5.083291311,0.133434411,0.00292862,0.03638197,-0.101643441,0.15153202,2.513979437
0.931192879,1013.097597,-0.001702454,7.238071879,0.219716987,0.001560793,0.144970082,0.048853813,0.154339998,2.018651755
0.934893996,1002.691358,-0.021916032,7.276117861,0.151291036,0.00398672,0.077356255,-0.045663885,0.457053839,2.53809455
0.931790047,1010.343787,-0.017428319,7.307123298,0.124587962,0.003380401,-0.049927086,0.026127238,0.234338581,4.419096156
0.93006664,1004.342886,-0.007646489,7.175574575,0.1521071,4.52E-05,0.000495042,-0.073250336,0.80407421,2.391200505
0.932918838,1012.131669,-0.001475352,7.241043629,0.099706804,0.004009773,-0.462768074,0.095501831,0.196441504,2.771332553
0.936996356,1000.787764,-0.01810708,4.908034981,0.056266007,0.002000729,0.075458147,-0.09140885,0.132979125,2.003954914
0.927266529,1001.782228,-0.002846387,7.327476253,0.092044333,0.004840727,-0.042457647,-0.084552062,0.275390276,4.456476193
0.933518674,1013.184673,-0.018915129,4.996404397,0.121703648,0.004076698,-0.038764981,-0.112004065,0.187273183,2.414948253
0.93400613,1012.634308,-0.025376044,6.454311312,0.103741219,0.003022134,0.078720112,-0.099834394,0.169401226,3.323225586
0.930103218,1012.353478,0.006446593,7.257463611,0.125620319,0.002982625,0.018030582,-0.029541565,0.371309507,1.825318956
0.936778297,1001.469923,-0.019061474,5.06079437,0.057963654,0.002069678,0.074083802,-0.092156074,0.136506954,2.111014758
0.934256253,1013.232426,-0.011043606,7.027235506,0.182466726,0.003150568,-0.007013926,-0.088038744,0.287701419,2.499448996
0.933589073,1010.586452,0.019274272,5.093489701,0.092032449,0.003968013,0.03761248,-0.011719636,0.295530832,2.216184562
0.922748904,1008.035172,0.008113355,7.299745714,0.176701661,0.002402193,0.03605196,-0.048628571,0.254350831,3.250118937
0.937350741,1002.469517,-0.002495073,7.231354159,0.09972907,0.004617242,-0.00329311,0.018396063,0.256556115,3.290701381
0.930440412,1010.790718,-0.003030875,5.101361979,0.128754404,0.011556895,0.048557066,-0.042258727,0.180406345,2.584339552
0.934,1006.221059,-0.042229484,1.681218011,0.865718403,0.002691947,-0.121576489,-0.091876145,0.908824119,3.384095564
0.926640779,1003.417843,-0.005310322,7.373643653,0.19194247,0.00354687,0.041753722,-0.078963195,0.149255163,3.775405209
0.932433712,1011.009883,0.061098344,7.334117391,0.130385452,0.00300199,-0.067243762,0.011077375,0.323699097,2.594112199
0.925292953,1001.951345,-0.005859411,7.381586083,0.127815342,0.002338805,-0.008313472,-0.003441213,0.499677884,3.854137641
0.933888426,1004.293229,-0.010455872,7.127464085,0.128716077,0.004141771,-0.057752543,-0.034397092,0.730643739,2.708874968
0.921234288,1006.17803,-0.009087053,7.187824075,0.097909562,0.004050163,0.104984912,0.022721859,0.507103627,3.165637741
0.930847268,1007.718804,-0.028197869,7.119424219,0.157608525,0.004088415,0.042100787,0.02620294,0.465332186,2.46032353
0.923790701,1006.968889,0.010558353,7.338609299,0.201748423,0.002792627,0.041038941,-0.10022901,0.202598372,2.541200705
0.927107114,1004.95481,0.030633605,7.431390276,0.14602479,0.003803341,-0.072192001,-0.080015174,0.209405174,3.972973613
0.926715165,1011.489209,0.007297992,7.406668308,0.139427742,0.00242534,0.013656058,0.023345303,0.259009255,2.744431444
0.924336275,1004.093859,-0.013470601,7.257812774,0.125668941,0.002223842,-0.020555682,0.005864749,0.2182,3.459162942
0.930576803,1009.224505,-0.030050173,5.176589962,0.128517825,0.005310728,-0.180345884,0.009668326,0.16434301,2.6174861
0.930929018,1003.713817,-0.021360253,7.193770483,0.045708465,0.002476732,0.058047714,-0.056206111,0.229884473,3.270170479
0.92672573,1009.261149,0.015969597,7.309693546,0.196240059,0.002626314,-0.029360778,-0.078684925,0.195477162,3.754794412
0.933751546,1009.977178,-0.045311029,5.178056507,0.113115546,0.005878316,-0.07672971,0.03367992,0.173105131,2.360726692
0.933624174,1003.975591,-0.013563895,4.944913257,0.095706677,0.002229308,-0.07356086,-0.085093107,0.136220704,2.993167488
0.923741374,1006.359587,-0.009436141,7.217813902,0.070934586,0.003923222,0.185052989,-0.004094441,0.299396309,3.233741623
0.933888207,1004.771589,-0.012954311,7.09283981,0.1368231,0.004663217,-0.108601363,-0.04165848,0.864736905,2.797391917
0.930697838,1000.090228,0.006191353,7.238873094,0.125144237,0.007558256,0.008148266,-0.012231644,0.303753518,1.737533642
0.932706214,1005.710629,-0.01522388,7.365146426,0.109412782,0.002773147,-0.025379801,-0.058603686,0.169593432,4.060396392
0.934709742,1009.210147,0.088372558,7.241066411,0.11067109,0.003328527,0.028355829,-0.004746997,0.265620112,1.906071431
0.933479585,1003.886027,-0.009049246,7.257332043,0.153183395,0.0034,-0.071249489,-0.067781645,0.216434748,2.832277851
0.926500556,1003.234717,-0.000665408,7.357393082,0.192974497,0.003128936,0.028833119,-0.079770491,0.162253591,3.916951006
0.931769506,1013.037865,-0.008489478,7.239973978,0.221878759,0.002535404,0.1370149,0.043337109,0.160314026,2.105126032
0.931587865,1010.464633,-0.033879623,5.788332736,0.129265587,0.006386228,-0.096564899,0.038105811,0.191372473,2.603143019
0.933986571,1003.218849,-0.002960498,5.5669435,0.127029995,0.004134333,0.026570741,0.012904244,0.722549276,2.36086779
0.930235632,1000.43957,0.009446743,7.333357855,0.070601533,0.003442529,-0.01030996,-0.064454025,0.20151341,3.030045186
0.933451213,1001.906911,-0.027640888,7.303328561,0.16551698,0.005183369,0.020958838,0.009297848,0.225022242,3.358676991
0.924313839,1006.723358,0.008236128,7.338086161,0.198749945,0.002932981,0.041249472,-0.099763289,0.205571331,2.496019385
0.933771296,1004.532903,-0.022991971,7.207185446,0.16225795,0.004089876,0.062103065,-0.018409656,0.232582316,2.435472123
0.932258314,1010.678053,0.002464153,5.100925058,0.136212684,0.00870464,-0.088872274,-0.062815545,0.202964501,2.324021345
0.932723242,1003.636496,-0.024363329,7.278168307,0.131063386,0.00251479,-0.044421766,0.005894185,0.842530295,5.112027992
0.929578148,1009.630004,0.007289536,7.269191351,0.166506826,0.003327465,0.010801076,0.008983159,0.243179072,2.164207894
0.930487033,1004.911582,0.002382183,6.046259011,0.114905926,0.003522374,-0.035209212,0.020233913,0.613289809,3.203833271
0.930183609,1004.650473,-0.008817499,7.183626886,0.149628387,0.000267763,-0.004437212,-0.066449634,0.767125698,2.575010294
0.928546655,1004.758615,0.015406762,6.772535927,0.067903916,0.003569715,-0.031639674,-0.017738433,0.235684992,3.237887082
0.922503202,1012.543735,0.003586956,7.277610729,0.151894162,0.002287192,-0.004821466,0.013489179,0.159300939,3.881052178
0.929588387,1010.029632,0.006892564,7.272517925,0.151293126,0.002432356,0.015102941,0.013482075,0.461889901,3.138728077
0.936713016,1013.796854,0.01251619,6.724953582,0.136858456,0.003382063,-0.053053967,-0.083037222,0.317016741,2.221566613
0.931798832,999.5414154,0.015446714,7.2678816,0.111046714,0.002010511,0.003287005,-0.009499702,0.364136489,4.425793017
0.933028533,1013.728576,0.012021339,6.971365006,0.142814732,0.003031513,-0.029772933,-0.03769426,0.286221058,2.323153974
0.930003093,1012.314917,0.006100997,7.253678213,0.127396743,0.003021383,0.023501968,-0.030155238,0.373221585,1.690653085
0.935769209,1006.044144,-0.021873374,7.227384419,0.107419746,0.003409078,0.100524102,-0.016320494,0.330594791,2.23733977
0.932728488,1006.633323,-0.019622011,7.284545806,0.195610984,0.004703538,0.082811555,0.021113737,0.18708214,2.422340685
0.930862569,995.1354911,0.001529854,7.315747089,0.131337561,0.003315154,0.00298439,0.015874049,0.144367512,4.443448588
0.930699672,1006.854713,0.0204911,7.228344352,0.139831785,0.000699672,-0.033645115,-0.049337682,0.655772734,2.19050315
0.93536362,1010.198139,-0.000989364,6.901822229,0.134803442,0.003057502,-0.052471414,-0.04850769,0.531990571,3.293580104
0.93036369,1003.087311,-0.000545074,7.286541391,0.083955344,0.002386966,-0.095310996,0.000635724,0.881992353,3.431290988
0.924883778,1009.90022,0.000374529,7.20331991,0.138283292,0.003536998,0.002844847,0.007529195,0.573311883,2.005298071
0.9337,1004.364625,-0.01118583,7.354573737,0.125105169,0.004281712,0.060397577,-0.079409585,0.197720186,2.401397328
0.931497411,998.053652,-0.008820904,7.31937128,0.115611802,0.001714888,-0.030936577,0.009966909,0.651751858,4.298193962
0.931656529,997.0453419,0.021138851,7.290009785,0.116738851,0.003291242,0.013888611,-0.03383359,0.392952935,4.327461343
0.928051942,1008.437647,-0.010504664,7.300623911,0.162302276,0.002755813,0.065455847,-0.044498381,0.276266873,2.486361395
0.934723014,1002.373441,-0.029085063,7.246928789,0.135169875,0.004218767,0.070211649,-0.035075214,0.532627888,2.719176712
0.927715293,1005.209051,0.025371126,7.408668247,0.146988863,0.00338248,-0.064356132,-0.066728372,0.214706899,4.110686215
0.932473196,1007.225351,0.00786866,7.283142265,0.092239173,0.005137115,-0.069021013,-0.071105553,0.246663099,2.24235291
0.933195282,1009.359709,-0.025436769,7.343800049,0.095603805,0.002974528,0.024821584,-0.083431075,0.183891477,3.86983251
0.935373424,1004.10047,-0.001346671,7.261402213,0.195943813,0.003282283,0.099195393,-0.078076309,0.228939738,2.03098574
0.927131512,1002.18211,0.013162281,7.319342281,0.063076392,0.003301432,-0.047324245,-0.020149761,0.209320743,3.630504358
0.932529914,997.7735077,0.012913736,7.269992453,0.125529183,0.003918712,0.027953131,-0.034141504,0.376106873,3.830209627
0.931420242,1002.984295,-0.022839426,7.331165559,0.162486405,0.005108761,0.04092719,-0.076713445,0.237648943,2.078906189
0.927077921,1001.68899,-0.00357319,7.330288519,0.092640119,0.004871613,-0.04045321,-0.086741003,0.271108848,4.502847238
0.926015838,1006.281789,0.000419789,7.406644061,0.153331702,0.002882178,0.076623241,-0.025173752,0.253017787,4.459720333
0.930994174,1012.18514,-0.023611395,7.343992483,0.199138142,0.002959509,0.040641114,-0.074671233,0.282900774,2.425523033
0.922798259,1008.594666,0.000759383,7.259422252,0.145114127,0.002303482,0.031461897,0.004428616,0.312837125,3.870517859
0.934097431,1003.917565,-0.015975737,0.783609341,0.925203504,0.004646044,0.015723066,0.016542687,0.680866218,2.248840347
0.935462385,1015.288635,0.004782993,7.262580954,0.160778833,0.003706618,0.040577715,-0.004454595,0.23520858,1.557268929
0.932667055,1007.695547,0.019038388,7.303782887,0.162470023,0.004227037,0.008417491,0.017669296,0.364183993,4.14064687
0.934732392,1009.175379,0.087027239,7.240993719,0.110555205,0.003335374,0.029394053,-0.004785977,0.265569544,1.909757626
0.925667944,1002.321058,0.000915493,6.750569934,0.150436158,0.002568821,0.046834687,-0.02312358,0.137279588,4.049312134
0.926829431,1007.358136,0.003304345,7.406338963,0.149356191,0.002900669,0.082253674,-0.027327925,0.260469559,4.558368479
0.935345126,1015.362457,0.022585893,7.263564248,0.158065089,0.003707319,0.032046091,-0.002537808,0.224584896,1.534293117
0.934502998,1012.412899,0.008126212,7.277926194,0.163269659,0.004026966,0.033088779,0.005357289,0.277138849,2.603874475
0.933131524,1004.479089,-0.021320114,7.220843978,0.164853253,0.004011413,0.060636418,-0.024028786,0.225291328,2.552580604
0.922603112,1001.766908,-0.011679876,7.407923833,0.170007522,0.002804616,0.053005626,-0.016137785,0.221760319,4.045927304
0.929877824,1002.960335,-0.004867771,7.186812647,0.151049741,0.000339378,0.001642591,-0.062710462,0.730613025,2.42265006
0.927193983,1004.164864,-0.000531402,7.35750028,0.169138259,0.003544696,0.036473356,0.000317884,0.289715281,4.17847747
0.936697854,1014.017346,0.012235248,6.703123581,0.14704914,0.003314611,-0.060343312,-0.078180273,0.325506807,2.270336331
0.933204791,1005.272059,-0.008076705,7.356605763,0.120666151,0.003712232,0.065466262,-0.10114363,0.201678383,2.233407999
0.930610994,1013.892762,-0.003881629,7.244490734,0.226878385,0.001893791,0.142078361,0.032354808,0.148698833,2.250054537
0.925882293,1010.374774,0.001395233,7.2119885,0.13680401,0.003448241,0.009294515,-0.000377565,0.533460036,1.885912647
0.933370894,1005.207054,-0.01887756,7.183400666,0.131957984,0.00264042,-0.046956659,-0.006382377,0.775288581,4.688627724
0.9337,1004.205511,-0.020927918,7.365657027,0.142152087,0.004694636,0.098903142,8.62E-05,0.259218198,3.485757148
0.934816652,1001.507127,-0.032164663,6.3009275,0.092316205,0.003975022,0.072135247,0.000920993,0.589687287,3.310585679
0.934190322,1009.493163,-0.029117605,6.85256032,0.080885717,0.002883042,0.059886911,-0.097479909,0.180946181,3.405741639
0.935991642,1003.729492,-0.001555382,7.231290544,0.107382439,0.004416336,-0.004900929,0.018609033,0.236138837,3.343085172
0.934545684,1001.160794,-0.003654302,6.255928429,0.10735529,0.003401016,0.11004659,-0.100568039,0.239063895,2.654596036
0.933776671,1014.098805,0.130191389,7.255959619,0.140004095,0.003136971,-0.026747195,-0.0015397,0.248491947,1.523789224
0.927081508,1008.689883,-0.016590663,7.268389408,0.238599646,0.002583842,0.021218859,0.031027113,0.302449203,3.288850724
0.930922328,1005.239306,-0.0006605,7.217200358,0.157124043,0.001503053,0.006524615,-0.042433415,0.660384818,3.070187599
0.927302558,1003.268036,0.003155689,7.338634771,0.185079403,0.002909219,0.045946603,-0.094794485,0.131843165,3.608299508
0.936112397,1004.841806,-0.008175359,7.24698255,0.107250382,0.004324977,-0.021357268,0.021293878,0.244412275,3.708195447
0.927995835,1008.171788,-0.007811066,7.27067415,0.10368967,0.003514863,0.031170274,0.02044586,0.209657085,2.024290761
0.928213521,1005.576553,0.023816414,7.426978429,0.140432393,0.003546927,-0.030407978,-0.066299084,0.226052205,4.02781651
0.930301057,1010.78816,0.004618941,7.250715828,0.125252584,0.002937893,0.045755881,-0.027141018,0.365398851,1.583629787
0.933255768,1005.913618,-0.020244232,4.955493981,0.092565351,0.003400383,-0.009414948,0.075972635,0.853816488,2.547784748
0.933996169,1001.08778,-0.058709162,7.126545563,0.067574635,0.005178292,0.040384367,0.008264691,0.843779688,3.469759018
0.929839369,990.5078132,0.01334778,7.376135233,0.09439568,0.000632433,-0.011409085,0.012954486,0.36849497,3.112342594
0.935618721,1003.242657,-0.003092266,7.026871905,0.179451769,0.003122289,0.095328539,-0.079009504,0.219634218,2.001912928
0.923318447,1002.12113,-0.009794393,7.407968096,0.062618587,0.002017297,0.035502929,-0.00551476,0.51236068,3.985140106
0.9337,1005.090402,-0.018754689,7.373493187,0.136301087,0.004214018,0.114376947,0.000410118,0.26902907,3.6474746
0.932541946,1008.444216,-0.012219625,7.183880383,0.268837278,0.002721014,-0.101228534,-0.008288716,0.219707273,3.679215573
